booking_id,customer_id,source,status,checkin,checkout,oyo_rooms,hotel_id,amount,discount,date
2319,124286,0,3,3/4/2017,3/5/2017,1,301,3184,701,3/4/2017
2320,12354,4,2,3/3/2017,3/4/2017,1,301,3184,673,3/3/2017
2321,95107,4,3,3/5/2017,3/6/2017,1,301,2664,677,3/5/2017
2322,145095,3,4,3/15/2017,3/17/2017,1,314,3812,,3/15/2017
2323,134416,1,2,3/10/2017,3/11/2017,1,314,1964,416,3/9/2017
2324,134416,1,2,3/9/2017,3/10/2017,1,314,1906,404,3/7/2017
2325,73065,2,2,3/2/2017,3/3/2017,1,314,2209,468,3/1/2017
2326,92056,0,4,3/15/2017,3/16/2017,1,314,1906,419,3/15/2017
2327,28245,0,3,5/23/2017,5/25/2017,2,296,14555,3202,3/25/2017
2328,139495,0,2,4/16/2017,4/18/2017,1,421,5598,1232,3/30/2017
2329,139495,4,3,4/16/2017,4/18/2017,1,421,5598,1185,3/31/2017
2330,23899,4,2,3/20/2017,3/21/2017,1,331,2274,481,3/20/2017
2331,63032,0,2,3/12/2017,3/13/2017,2,331,5067,1114,3/12/2017
2332,96030,3,3,3/23/2017,3/24/2017,1,308,2599,550,3/13/2017
2333,189468,1,2,3/27/2017,3/29/2017,1,93,4742,1003,3/21/2017
2334,62582,0,3,3/10/2017,3/12/2017,1,93,4937,1253,3/3/2017
2335,35093,0,3,3/9/2017,3/12/2017,1,93,7344,1616,3/7/2017
2336,2827,4,2,3/26/2017,3/28/2017,1,286,5197,1100,3/7/2017
2337,91545,4,3,3/21/2017,3/24/2017,1,286,7796,1649,3/1/2017
2338,168493,3,3,3/9/2017,3/10/2017,1,683,5199,1100,3/9/2017
2339,92416,4,2,3/4/2017,3/5/2017,1,683,4224,893,3/4/2017
2340,136094,0,3,3/27/2017,3/28/2017,1,716,3509,772,3/26/2017
2341,182418,4,3,3/22/2017,3/23/2017,1,135,2274,481,3/19/2017
2342,67743,4,3,3/4/2017,3/5/2017,1,135,2729,578,3/3/2017
2343,14942,4,3,4/3/2017,4/7/2017,1,135,10395,2199,3/22/2017
2344,27905,4,2,3/2/2017,3/3/2017,1,146,3986,844,3/1/2017
2345,16238,4,2,3/13/2017,3/14/2017,2,398,5197,1100,3/13/2017
2346,163907,1,3,3/14/2017,3/15/2017,1,398,4419,935,3/6/2017
2347,51009,3,2,4/3/2017,4/5/2017,1,25,5837,1235,3/28/2017
2348,115430,3,2,3/27/2017,3/28/2017,1,25,2891,612,3/27/2017
2349,51367,3,2,3/23/2017,3/24/2017,1,25,2802,712,3/23/2017
2350,12377,2,2,3/16/2017,3/18/2017,1,25,6042,1278,3/13/2017
2351,1775,3,2,3/20/2017,3/21/2017,1,25,2790,591,3/20/2017
2352,147059,0,3,3/28/2017,3/29/2017,1,49,2404,529,3/28/2017
2353,133863,3,2,3/17/2017,3/18/2017,1,415,4159,880,3/17/2017
2354,133863,3,4,3/17/2017,3/18/2017,1,394,4549,963,3/17/2017
2355,99420,4,2,3/30/2017,3/31/2017,1,366,1794,380,3/30/2017
2356,46975,3,2,3/29/2017,3/30/2017,1,366,2106,446,3/29/2017
2357,63511,3,2,3/26/2017,3/27/2017,1,366,1912,405,3/26/2017
2358,125282,4,2,3/17/2017,3/18/2017,1,366,1743,369,3/17/2017
2359,15447,0,2,3/2/2017,3/3/2017,1,366,2092,460,3/2/2017
2360,15447,0,2,3/1/2017,3/2/2017,2,366,4077,897,3/1/2017
2361,129675,1,3,3/14/2017,3/15/2017,1,91,2404,508,3/9/2017
2362,129595,3,3,4/1/2017,4/5/2017,1,370,8934,1890,3/28/2017
2363,129595,3,3,4/1/2017,4/5/2017,1,370,9168,1939,3/13/2017
2364,129595,3,3,4/1/2017,4/3/2017,1,370,4321,914,3/19/2017
2365,177699,4,3,3/20/2017,3/21/2017,1,370,2081,528,3/18/2017
2366,21954,4,3,3/18/2017,3/19/2017,1,370,1993,506,3/18/2017
2367,139495,0,3,3/17/2017,3/19/2017,1,370,5379,1184,3/12/2017
2368,33558,0,2,3/31/2017,4/1/2017,1,960,1560,343,3/30/2017
2369,129595,3,3,4/1/2017,4/5/2017,1,960,8528,1804,3/28/2017
2370,111950,2,3,3/24/2017,3/25/2017,1,960,2197,465,3/23/2017
2371,27492,0,3,3/21/2017,3/22/2017,1,960,1794,395,3/20/2017
2372,12485,4,2,3/7/2017,3/8/2017,2,348,4677,990,3/7/2017
2373,103992,0,2,3/28/2017,3/29/2017,1,579,1819,462,3/26/2017
2374,94128,4,2,3/9/2017,3/10/2017,1,579,1819,385,3/7/2017
2375,60375,4,2,3/8/2017,3/9/2017,1,380,2469,523,3/8/2017
2376,113593,4,3,3/19/2017,3/20/2017,1,130,1819,385,3/19/2017
2377,96349,4,2,3/19/2017,3/20/2017,1,130,1559,330,3/15/2017
2378,129675,4,2,3/30/2017,4/1/2017,1,187,8252,1746,3/27/2017
2379,27492,3,4,3/23/2017,3/24/2017,1,187,3119,660,3/23/2017
2380,6963,3,3,3/22/2017,3/23/2017,1,187,3509,891,3/22/2017
2381,142058,0,2,3/8/2017,3/10/2017,1,187,7017,1543,3/5/2017
2382,107937,0,3,3/28/2017,3/29/2017,1,298,2404,611,3/27/2017
2383,44138,4,3,3/19/2017,3/20/2017,1,391,2209,561,3/19/2017
2384,76528,4,3,3/14/2017,3/15/2017,1,270,2794,710,3/14/2017
2385,55529,1,2,3/9/2017,3/12/2017,1,270,11630,2461,3/9/2017
2386,42484,0,2,3/23/2017,3/24/2017,1,62,1949,429,3/23/2017
2387,13091,4,2,3/10/2017,3/11/2017,1,62,1559,330,3/10/2017
2388,59358,0,3,3/8/2017,3/9/2017,1,62,1949,429,3/8/2017
2389,32718,4,4,3/5/2017,3/6/2017,1,62,1689,358,3/5/2017
2390,106977,3,3,3/4/2017,3/5/2017,1,62,2469,523,3/3/2017
2391,123989,0,2,3/6/2017,3/7/2017,1,62,2144,472,3/6/2017
2392,161884,3,2,3/3/2017,3/4/2017,2,551,8707,1843,3/3/2017
2393,161884,3,2,3/3/2017,3/4/2017,2,551,9422,1993,3/3/2017
2394,63053,4,3,3/24/2017,3/31/2017,1,548,21631,4576,3/23/2017
2395,33092,4,2,3/12/2017,3/13/2017,1,233,2729,578,3/12/2017
2396,162144,0,2,3/10/2017,3/11/2017,1,233,2924,644,3/10/2017
2397,162144,3,2,3/4/2017,3/5/2017,1,233,3054,646,3/4/2017
2398,39047,3,2,3/20/2017,3/21/2017,1,233,3379,715,3/20/2017
2399,73873,4,3,3/26/2017,3/29/2017,2,701,19492,4124,3/3/2017
2400,19246,0,2,3/14/2017,3/25/2017,1,378,45360,11515,3/7/2017
2401,106487,3,3,3/4/2017,3/5/2017,1,378,3899,825,3/4/2017
2402,39047,3,3,3/20/2017,3/21/2017,1,562,2989,633,3/20/2017
2403,77061,3,2,4/12/2017,4/13/2017,1,74,2859,605,3/24/2017
2404,22534,1,3,3/31/2017,4/2/2017,2,74,8575,1814,3/31/2017
2405,25479,1,3,4/1/2017,4/4/2017,1,74,7796,1649,3/30/2017
2406,13846,3,3,3/5/2017,3/6/2017,1,74,2729,578,3/4/2017
2407,193175,1,2,3/1/2017,3/3/2017,1,74,4547,963,3/1/2017
2408,60327,3,3,3/27/2017,3/28/2017,1,74,2209,468,3/27/2017
2409,36923,1,2,3/25/2017,3/26/2017,1,74,3509,743,3/24/2017
2410,172100,3,2,3/10/2017,3/11/2017,1,116,1819,385,3/6/2017
2411,118827,3,2,3/5/2017,3/6/2017,1,116,1624,343,3/5/2017
2412,172100,3,3,3/15/2017,3/16/2017,1,116,2144,453,3/2/2017
2413,118827,3,4,3/2/2017,3/3/2017,1,116,1884,398,3/2/2017
2414,118827,3,3,3/3/2017,3/4/2017,1,116,1754,371,3/2/2017
2415,100935,0,2,3/5/2017,3/6/2017,1,178,2209,486,3/5/2017
2416,94477,4,2,3/31/2017,4/1/2017,1,263,1819,385,3/31/2017
2417,160722,4,2,3/29/2017,3/30/2017,1,263,1494,316,3/29/2017
2418,190208,4,3,3/22/2017,3/23/2017,1,21,1884,398,3/22/2017
2419,63907,3,2,3/4/2017,3/5/2017,1,21,2794,591,3/3/2017
2420,122076,4,2,3/20/2017,3/21/2017,1,29,1494,316,3/20/2017
2421,163241,3,3,3/20/2017,3/21/2017,1,29,2404,508,3/18/2017
2422,179042,3,4,3/15/2017,3/16/2017,1,29,1884,398,3/15/2017
2423,9858,3,3,3/14/2017,3/15/2017,1,29,1494,316,3/14/2017
2424,116003,3,2,3/11/2017,3/12/2017,1,3,2469,523,3/11/2017
2425,11800,3,3,3/5/2017,3/6/2017,1,3,1949,413,3/5/2017
2426,9858,3,2,3/29/2017,4/3/2017,1,33,7209,1525,3/29/2017
2427,39801,4,3,4/2/2017,4/3/2017,1,33,1884,398,3/31/2017
2428,19536,4,2,3/31/2017,4/1/2017,1,33,1786,378,3/30/2017
2429,75155,1,2,3/28/2017,3/29/2017,1,33,1494,316,3/27/2017
2430,88424,4,2,3/28/2017,3/29/2017,1,33,1364,288,3/28/2017
2431,70262,4,2,3/27/2017,3/28/2017,1,33,1169,248,3/27/2017
2432,162890,4,3,3/25/2017,3/26/2017,1,33,2469,523,3/22/2017
2433,59752,4,2,3/24/2017,3/25/2017,1,33,1689,358,3/24/2017
2434,19536,4,2,3/24/2017,3/25/2017,1,33,2274,481,3/22/2017
2435,29269,3,2,3/22/2017,3/23/2017,1,33,1364,288,3/22/2017
2436,163241,3,2,3/22/2017,3/23/2017,1,33,1884,398,3/22/2017
2437,163241,3,3,3/22/2017,3/23/2017,1,33,2274,481,3/21/2017
2438,188432,4,4,3/19/2017,3/20/2017,1,33,2274,481,3/18/2017
2439,14601,4,3,3/18/2017,3/19/2017,1,33,2274,481,3/17/2017
2440,85376,4,2,3/16/2017,3/17/2017,1,33,1689,358,3/16/2017
2441,9133,3,2,3/11/2017,3/12/2017,1,33,2014,426,3/2/2017
2442,139191,3,4,3/11/2017,3/12/2017,1,33,2014,426,3/8/2017
2443,21418,3,3,3/11/2017,3/12/2017,1,33,1949,413,3/11/2017
2444,7731,4,3,3/11/2017,3/12/2017,1,33,2209,468,3/10/2017
2445,190208,4,2,3/10/2017,3/11/2017,1,33,1949,413,3/10/2017
2446,162890,4,3,3/11/2017,3/12/2017,1,33,2014,426,3/7/2017
2447,5049,4,2,3/4/2017,3/5/2017,1,33,2014,426,3/4/2017
2448,7731,4,2,3/3/2017,3/4/2017,1,33,1884,398,3/3/2017
2449,61311,3,2,3/5/2017,3/6/2017,1,33,1884,398,3/5/2017
2450,88880,1,3,3/4/2017,3/5/2017,1,33,2404,508,3/4/2017
2451,188432,4,2,3/4/2017,3/5/2017,1,33,2014,426,3/3/2017
2452,13951,4,2,3/3/2017,3/4/2017,1,33,1884,398,3/3/2017
2453,186767,3,2,3/2/2017,3/3/2017,1,33,1949,413,3/2/2017
2454,51037,1,2,3/2/2017,3/3/2017,1,33,1429,303,3/1/2017
2455,109230,3,3,3/3/2017,3/4/2017,1,33,2014,426,3/1/2017
2456,188432,4,3,3/13/2017,3/14/2017,1,33,1949,413,3/12/2017
2457,139383,4,2,3/10/2017,3/11/2017,1,33,1949,413,3/10/2017
2458,75174,4,2,3/31/2017,4/1/2017,1,305,1299,275,3/31/2017
2459,10629,4,2,3/28/2017,3/29/2017,1,305,1039,220,3/28/2017
2460,36923,2,4,3/25/2017,3/26/2017,1,305,2664,563,3/24/2017
2461,155152,2,2,3/18/2017,3/19/2017,1,305,2274,481,3/18/2017
2462,85376,4,2,3/18/2017,3/19/2017,1,305,1754,371,3/18/2017
2463,85376,4,3,3/18/2017,3/19/2017,1,305,1559,330,3/18/2017
2464,122482,3,3,3/30/2017,3/31/2017,1,37,1689,358,3/30/2017
2465,4595,4,4,3/15/2017,3/16/2017,1,37,2209,468,3/4/2017
2466,9634,4,3,3/16/2017,3/17/2017,1,37,2209,468,3/14/2017
2467,127299,0,2,3/12/2017,3/13/2017,1,37,2599,572,3/12/2017
2468,13959,3,2,3/29/2017,3/30/2017,1,449,2192,464,3/28/2017
2469,108360,4,3,3/24/2017,3/25/2017,1,449,2430,514,3/20/2017
2470,104479,4,3,3/21/2017,3/22/2017,1,449,2313,490,3/21/2017
2471,8704,4,2,3/15/2017,3/20/2017,1,449,9744,2061,3/15/2017
2472,149975,3,3,3/17/2017,3/18/2017,1,449,2192,464,3/16/2017
2473,36632,4,2,3/8/2017,3/10/2017,1,449,3812,806,3/7/2017
2474,8704,4,2,3/6/2017,3/7/2017,1,449,1906,404,3/6/2017
2475,8704,4,2,3/13/2017,3/15/2017,1,449,3812,806,3/12/2017
2476,8704,4,2,3/12/2017,3/15/2017,1,449,5717,1210,3/12/2017
2477,8704,4,2,3/7/2017,3/12/2017,1,449,10329,2185,3/7/2017
2478,2261,0,2,3/27/2017,3/28/2017,1,13,2014,512,3/25/2017
2479,197733,4,2,3/26/2017,3/27/2017,1,13,2404,508,3/26/2017
2480,198706,4,3,3/25/2017,3/26/2017,1,13,2274,481,3/22/2017
2481,12485,4,2,3/19/2017,3/20/2017,2,13,3377,715,3/19/2017
2482,3424,3,2,3/14/2017,3/15/2017,1,13,1819,385,3/14/2017
2483,165031,4,2,3/10/2017,3/11/2017,1,13,1949,413,3/10/2017
2484,58429,2,3,3/9/2017,3/10/2017,1,13,1624,343,3/9/2017
2485,142628,4,2,3/5/2017,3/6/2017,1,13,1559,330,3/5/2017
2486,197733,4,3,3/5/2017,3/6/2017,1,13,1884,398,3/4/2017
2487,165031,4,3,3/4/2017,3/5/2017,1,13,2014,426,3/2/2017
2488,10362,4,2,3/3/2017,3/4/2017,1,13,1754,371,3/3/2017
2489,10362,4,2,3/2/2017,3/3/2017,1,13,1884,398,3/2/2017
2490,10362,4,2,3/1/2017,3/2/2017,1,13,1624,343,3/1/2017
2491,41471,4,2,3/1/2017,3/2/2017,1,13,2339,495,3/1/2017
2492,179789,1,2,3/31/2017,4/1/2017,1,207,1429,303,3/31/2017
2493,18465,4,2,3/26/2017,3/27/2017,1,207,2469,523,3/26/2017
2494,69202,3,2,3/25/2017,3/26/2017,1,207,2534,536,3/25/2017
2495,6006,3,3,3/11/2017,3/12/2017,1,207,1884,398,3/10/2017
2496,6268,0,2,3/10/2017,3/11/2017,1,207,1949,429,3/6/2017
2497,139421,3,3,3/8/2017,3/9/2017,1,207,1494,316,3/8/2017
2498,65068,4,2,3/7/2017,3/8/2017,1,207,1624,343,3/7/2017
2499,7970,4,2,3/7/2017,3/8/2017,1,207,1624,343,3/7/2017
2500,86258,0,2,3/5/2017,3/6/2017,1,207,1754,386,3/3/2017
2501,159558,0,4,3/3/2017,3/6/2017,1,207,5585,1229,3/3/2017
2502,5868,4,2,3/3/2017,3/4/2017,1,207,1819,385,3/1/2017
2503,152174,1,3,4/3/2017,4/6/2017,1,629,5195,1099,3/27/2017
2504,29704,4,2,3/29/2017,3/30/2017,1,629,1754,371,3/29/2017
2505,187982,0,2,3/27/2017,3/28/2017,1,629,1624,358,3/26/2017
2506,55794,4,3,3/27/2017,3/28/2017,1,629,1364,288,3/26/2017
2507,109230,3,2,3/23/2017,3/24/2017,1,629,1494,316,3/22/2017
2508,87679,4,2,3/16/2017,3/17/2017,1,629,1559,330,3/15/2017
2509,11665,2,3,3/5/2017,3/6/2017,1,629,1884,398,3/4/2017
2510,143053,0,2,3/4/2017,3/5/2017,1,629,2079,458,3/4/2017
2511,151754,3,3,3/11/2017,3/12/2017,2,440,5067,1073,3/11/2017
2512,22963,4,3,3/6/2017,3/7/2017,1,440,2339,495,3/5/2017
2513,22963,4,2,3/1/2017,3/2/2017,1,440,2404,508,3/1/2017
2514,134836,4,3,3/11/2017,3/12/2017,1,16,2599,550,3/6/2017
2515,58429,2,3,4/19/2017,4/27/2017,1,955,17150,3628,3/19/2017
2516,119112,4,3,4/2/2017,4/3/2017,1,955,2053,435,3/30/2017
2517,29269,3,2,3/29/2017,3/30/2017,1,955,1594,338,3/29/2017
2518,6636,4,2,3/26/2017,3/27/2017,1,955,1704,361,3/24/2017
2519,2577,4,2,3/26/2017,3/27/2017,1,955,2101,444,3/25/2017
2520,97561,0,3,3/24/2017,3/25/2017,1,955,1661,365,3/24/2017
2521,110256,4,2,3/23/2017,3/24/2017,1,955,1781,377,3/23/2017
2522,86555,4,2,3/23/2017,3/24/2017,1,955,1885,399,3/23/2017
2523,153485,0,2,3/22/2017,3/23/2017,1,955,1749,385,3/20/2017
2524,153485,0,3,3/23/2017,3/24/2017,1,955,2049,451,3/20/2017
2525,153758,3,2,3/21/2017,3/22/2017,1,955,1594,338,3/21/2017
2526,85431,4,4,3/18/2017,3/19/2017,1,955,2171,460,3/13/2017
2527,54699,0,3,3/17/2017,3/18/2017,1,955,1715,377,3/16/2017
2528,110256,4,2,3/13/2017,3/14/2017,1,955,1594,338,3/13/2017
2529,8864,3,2,3/11/2017,3/12/2017,1,955,1676,354,3/11/2017
2530,3176,0,2,3/9/2017,3/10/2017,2,955,3188,702,3/9/2017
2531,41627,3,2,3/8/2017,3/9/2017,1,955,2306,488,3/7/2017
2532,13091,4,3,3/7/2017,3/8/2017,1,955,1537,326,3/7/2017
2533,132693,4,3,3/21/2017,3/22/2017,1,955,1741,369,3/21/2017
2534,220,4,2,3/2/2017,3/3/2017,1,955,1949,413,3/2/2017
2535,183580,3,3,3/28/2017,3/29/2017,1,515,2014,512,3/28/2017
2536,25162,3,3,3/25/2017,3/26/2017,1,515,3509,743,3/24/2017
2537,56905,3,2,3/21/2017,3/23/2017,1,515,4417,935,3/21/2017
2538,33493,3,2,3/18/2017,3/19/2017,1,515,2664,563,3/18/2017
2539,23503,4,2,3/14/2017,3/15/2017,1,515,2469,523,3/13/2017
2540,23503,4,3,3/13/2017,3/14/2017,1,515,2274,481,3/13/2017
2541,33493,3,4,3/3/2017,3/4/2017,1,523,2599,550,3/3/2017
2542,25797,0,3,3/31/2017,4/1/2017,2,523,4677,1029,3/31/2017
2543,14601,4,2,3/18/2017,3/19/2017,1,513,2469,523,3/18/2017
2544,56905,3,2,3/17/2017,3/18/2017,1,513,2274,481,3/17/2017
2545,56905,3,2,3/16/2017,3/17/2017,1,513,2274,481,3/16/2017
2546,56905,3,2,3/15/2017,3/16/2017,1,513,2014,426,3/15/2017
2547,147278,4,2,3/14/2017,3/15/2017,1,513,2469,523,3/11/2017
2548,173979,3,2,3/31/2017,4/1/2017,1,181,1656,351,3/30/2017
2549,147059,3,2,3/23/2017,3/24/2017,2,181,3377,715,3/23/2017
2550,140525,0,3,3/11/2017,3/12/2017,1,181,1754,386,3/11/2017
2551,173979,3,2,3/10/2017,3/12/2017,1,181,3377,715,3/6/2017
2552,121788,4,3,3/19/2017,3/20/2017,1,399,2664,563,3/18/2017
2553,108360,4,3,3/4/2017,3/5/2017,1,399,2404,508,3/1/2017
2554,171784,3,2,3/11/2017,3/12/2017,1,848,2014,426,3/11/2017
2555,108360,4,2,3/4/2017,3/5/2017,1,848,2599,550,3/3/2017
2556,57736,0,3,4/1/2017,4/5/2017,1,848,11092,2440,3/25/2017
2557,20992,4,2,3/26/2017,3/27/2017,1,131,2079,440,3/26/2017
2558,123857,3,2,3/25/2017,3/26/2017,1,131,2794,591,3/25/2017
2559,48070,1,2,3/14/2017,3/15/2017,1,131,2729,578,3/13/2017
2560,8353,4,2,4/1/2017,4/2/2017,1,466,1594,338,3/22/2017
2561,8353,4,3,4/1/2017,4/2/2017,1,466,1594,338,3/22/2017
2562,195442,4,2,3/28/2017,3/29/2017,1,466,1495,317,3/28/2017
2563,14876,0,2,3/21/2017,3/22/2017,2,466,2590,570,3/21/2017
2564,30578,4,4,3/18/2017,3/19/2017,1,466,1868,474,3/18/2017
2565,143053,0,3,3/18/2017,3/19/2017,1,466,1868,411,3/18/2017
2566,122529,3,2,4/4/2017,4/7/2017,1,653,7796,1979,3/22/2017
2567,74860,4,3,4/2/2017,4/3/2017,1,653,2404,508,3/29/2017
2568,145744,4,2,3/31/2017,4/1/2017,1,653,1884,398,3/31/2017
2569,166113,4,2,3/26/2017,3/27/2017,1,653,1819,385,3/26/2017
2570,145744,4,2,3/23/2017,3/24/2017,1,653,2339,495,3/22/2017
2571,178405,4,2,3/22/2017,3/23/2017,1,653,2339,495,3/14/2017
2572,56894,4,2,3/21/2017,3/22/2017,1,653,2144,453,3/21/2017
2573,191728,3,2,3/20/2017,3/21/2017,1,653,2339,495,3/20/2017
2574,74860,4,2,3/14/2017,3/20/2017,1,653,14290,3023,3/9/2017
2575,195924,4,3,3/18/2017,3/19/2017,1,653,2794,591,3/17/2017
2576,56894,4,2,3/15/2017,3/16/2017,1,653,1884,398,3/15/2017
2577,195924,4,2,3/11/2017,3/12/2017,1,653,2339,495,3/10/2017
2578,145744,4,2,3/8/2017,3/9/2017,1,653,2209,468,3/7/2017
2579,96563,3,2,3/5/2017,3/6/2017,1,653,2339,495,3/5/2017
2580,2133,4,2,3/4/2017,3/5/2017,1,653,2014,426,3/4/2017
2581,74860,4,3,3/10/2017,3/17/2017,1,653,17281,3655,3/9/2017
2582,88692,0,3,4/7/2017,4/9/2017,5,346,29887,6575,3/22/2017
2583,3207,0,2,3/24/2017,3/25/2017,1,346,2144,472,3/24/2017
2584,3398,4,2,3/22/2017,3/24/2017,1,346,5067,1073,3/21/2017
2585,3207,1,2,3/23/2017,3/24/2017,1,346,2079,440,3/23/2017
2586,15445,4,2,3/21/2017,3/22/2017,1,346,1754,371,3/21/2017
2587,3207,3,2,3/19/2017,3/20/2017,1,346,1949,413,3/19/2017
2588,42741,3,2,3/18/2017,3/19/2017,1,346,2729,578,3/18/2017
2589,106973,0,3,3/19/2017,3/20/2017,1,346,2729,601,3/18/2017
2590,108140,4,3,3/13/2017,3/14/2017,1,346,2209,561,3/12/2017
2591,150771,4,2,3/11/2017,3/12/2017,1,346,2339,495,3/10/2017
2592,3207,3,2,3/10/2017,3/11/2017,1,346,2014,426,3/10/2017
2593,190827,0,3,3/10/2017,3/11/2017,1,346,1624,358,3/10/2017
2594,3207,3,2,3/9/2017,3/10/2017,1,346,2274,481,3/9/2017
2595,192035,4,2,3/6/2017,3/7/2017,1,346,2274,481,3/4/2017
2596,3398,3,3,3/17/2017,3/18/2017,1,346,1949,413,3/5/2017
2597,31136,4,2,3/30/2017,3/31/2017,1,176,1594,338,3/30/2017
2598,13091,4,2,3/28/2017,3/29/2017,1,176,1473,311,3/28/2017
2599,13091,4,2,3/27/2017,3/28/2017,1,176,2300,486,3/26/2017
2600,4121,3,4,3/26/2017,3/27/2017,1,176,2314,490,3/26/2017
2601,13091,4,2,3/26/2017,3/27/2017,1,176,2245,475,3/26/2017
2602,116920,4,2,3/22/2017,3/23/2017,1,176,2179,461,3/21/2017
2603,2831,4,2,3/17/2017,3/18/2017,1,176,2236,473,3/16/2017
2604,11199,0,2,3/23/2017,3/24/2017,1,176,2083,459,3/22/2017
2605,19363,1,2,3/25/2017,3/26/2017,1,517,2599,550,3/21/2017
2606,45644,4,2,3/14/2017,3/17/2017,1,50,6626,1401,3/14/2017
2607,20133,0,2,3/14/2017,3/15/2017,1,50,2339,515,3/13/2017
2608,25479,3,2,3/11/2017,3/12/2017,1,50,2664,563,3/11/2017
2609,25479,3,3,3/4/2017,3/5/2017,1,50,3054,646,3/4/2017
2610,45644,4,2,3/2/2017,3/3/2017,1,50,2534,536,3/2/2017
2611,40981,3,2,3/5/2017,3/6/2017,1,578,3119,660,3/5/2017
2612,193630,3,3,3/25/2017,3/26/2017,1,241,2079,440,3/2/2017
2613,85412,3,2,3/31/2017,4/1/2017,1,239,1888,399,3/31/2017
2614,6284,4,2,3/31/2017,4/1/2017,1,239,1888,399,3/30/2017
2615,5397,4,2,3/20/2017,3/21/2017,1,239,1888,399,3/19/2017
2616,5397,4,3,3/19/2017,3/20/2017,1,239,2050,433,3/16/2017
2617,113889,3,2,3/18/2017,3/19/2017,1,239,2363,501,3/18/2017
2618,21072,3,4,3/18/2017,3/19/2017,1,239,1970,417,3/16/2017
2619,714,4,3,3/10/2017,3/11/2017,1,239,2267,575,3/9/2017
2620,58429,2,3,4/19/2017,4/27/2017,1,400,16110,3408,3/19/2017
2621,75870,4,3,3/18/2017,3/19/2017,1,400,2079,440,3/18/2017
2622,69586,0,2,3/26/2017,3/27/2017,1,77,2006,441,3/22/2017
2623,3177,4,2,3/26/2017,3/27/2017,1,77,2050,433,3/26/2017
2624,108360,4,3,3/6/2017,3/7/2017,1,77,1888,399,3/6/2017
2625,63945,4,2,3/3/2017,3/4/2017,1,77,2200,465,3/3/2017
2626,9197,4,2,4/1/2017,4/2/2017,1,364,1906,404,3/8/2017
2627,64360,1,3,3/28/2017,3/29/2017,1,364,2664,563,3/26/2017
2628,101625,4,2,3/24/2017,3/25/2017,1,364,1884,398,3/24/2017
2629,58429,2,3,4/2/2017,4/6/2017,1,364,7623,1613,3/9/2017
2630,27492,3,2,3/11/2017,3/12/2017,1,364,1689,358,3/11/2017
2631,27492,3,3,3/11/2017,3/12/2017,1,364,1689,358,3/11/2017
2632,27492,3,3,3/11/2017,3/12/2017,1,364,1689,358,3/11/2017
2633,29269,3,2,3/9/2017,3/11/2017,1,364,3572,756,3/9/2017
2634,52445,4,2,3/10/2017,3/11/2017,1,364,2144,453,3/9/2017
2635,142186,4,2,3/10/2017,3/11/2017,1,364,1949,413,3/7/2017
2636,51987,3,2,3/9/2017,3/10/2017,1,364,2014,426,3/9/2017
2637,47195,3,2,3/8/2017,3/9/2017,1,364,1819,385,3/8/2017
2638,47195,3,2,3/7/2017,3/8/2017,1,364,2014,426,3/7/2017
2639,83178,3,3,5/6/2017,5/7/2017,1,58,2534,536,3/28/2017
2640,167053,4,2,3/30/2017,3/31/2017,1,58,1819,385,3/30/2017
2641,146622,4,2,3/29/2017,3/30/2017,1,58,1754,371,3/29/2017
